,Platform,Year,Global_Sales
5284,XB,2003-01-01,0.35
9507,PS2,2003-01-01,0.13
9945,XB,2003-01-01,0.12
4467,GC,2003-01-01,0.44
16597,GBA,2003-01-01,0.01
12986,GC,2003-01-01,0.05
3569,XB,2003-01-01,0.56
14759,GBA,2003-01-01,0.03
14762,XB,2003-01-01,0.03
12992,XB,2003-01-01,0.05
2977,XB,2003-01-01,0.68
13351,GC,2003-01-01,0.05
14768,GC,2003-01-01,0.03
2214,XB,2003-01-01,0.94
14773,GBA,2003-01-01,0.03
3330,PS2,2003-01-01,0.61
11089,PS2,2003-01-01,0.09
1474,GBA,2003-01-01,1.33
2216,PS2,2003-01-01,0.94
3589,XB,2003-01-01,0.56
3594,PS2,2003-01-01,0.56
13367,GC,2003-01-01,0.05
12984,XB,2003-01-01,0.05
3602,PS2,2003-01-01,0.56
3116,PS2,2003-01-01,0.65
3604,GBA,2003-01-01,0.56
11946,PS2,2003-01-01,0.07
1493,GBA,2003-01-01,1.32
2236,GBA,2003-01-01,0.93
3608,PS2,2003-01-01,0.56
1775,GC,2003-01-01,1.15
14750,GC,2003-01-01,0.03
3566,GBA,2003-01-01,0.56
14743,PC,2003-01-01,0.03
11903,GBA,2003-01-01,0.07
11904,GBA,2003-01-01,0.07
14641,XB,2003-01-01,0.03
3545,XB,2003-01-01,0.57
13040,GBA,2003-01-01,0.05
13026,GBA,2003-01-01,0.05
1951,PS2,2003-01-01,1.06
2196,PS2,2003-01-01,0.94
1462,PS2,2003-01-01,1.34
2203,PS2,2003-01-01,0.94
3552,PS2,2003-01-01,0.57
14711,GBA,2003-01-01,0.03
14716,XB,2003-01-01,0.03
14722,PC,2003-01-01,0.03
2984,GC,2003-01-01,0.68
14723,GC,2003-01-01,0.03
11131,GC,2003-01-01,0.09
3113,GBA,2003-01-01,0.65
3560,GC,2003-01-01,0.56
971,PS2,2003-01-01,1.78
14725,GC,2003-01-01,0.03
13946,PC,2003-01-01,0.04
12997,GBA,2003-01-01,0.05
3563,GBA,2003-01-01,0.56
958,PS2,2003-01-01,1.81
898,PC,2003-01-01,1.92
3334,GBA,2003-01-01,0.6
2244,PS2,2003-01-01,0.92
876,PS2,2003-01-01,1.94
11447,XB,2003-01-01,0.08
13888,XB,2003-01-01,0.04
14964,GBA,2003-01-01,0.02
793,PS2,2003-01-01,2.09
11459,PS2,2003-01-01,0.08
783,PS2,2003-01-01,2.11
3300,PS2,2003-01-01,0.61
2280,PS2,2003-01-01,0.91
769,GBA,2003-01-01,2.13
12873,XB,2003-01-01,0.05
13884,PC,2003-01-01,0.04
11979,GC,2003-01-01,0.07
13417,GBA,2003-01-01,0.05
10937,GC,2003-01-01,0.09
1532,GBA,2003-01-01,1.29
3699,XB,2003-01-01,0.54
751,GBA,2003-01-01,2.17
12000,GC,2003-01-01,0.07
14088,PS2,2003-01-01,0.04
726,PS2,2003-01-01,2.22
12862,GBA,2003-01-01,0.05
11463,GC,2003-01-01,0.08
10930,PS2,2003-01-01,0.09
3705,PS2,2003-01-01,0.54
11996,GC,2003-01-01,0.07
803,GC,2003-01-01,2.08
3683,PS2,2003-01-01,0.55
10962,PS2,2003-01-01,0.09
875,PS2,2003-01-01,1.95
872,PS2,2003-01-01,1.95
1912,GBA,2003-01-01,1.08
12923,XB,2003-01-01,0.05
12911,XB,2003-01-01,0.05
11030,GBA,2003-01-01,0.09
862,PS2,2003-01-01,1.97
11016,PS2,2003-01-01,0.09
12906,PS2,2003-01-01,0.05
12900,GC,2003-01-01,0.05
2957,GC,2003-01-01,0.69
14878,PS2,2003-01-01,0.03
14880,GBA,2003-01-01,0.03
12896,GC,2003-01-01,0.05
14886,PC,2003-01-01,0.03
10987,XB,2003-01-01,0.09
839,PS2,2003-01-01,2.03
834,GBA,2003-01-01,2.04
10976,PS2,2003-01-01,0.09
2268,PS2,2003-01-01,0.92
819,PS2,2003-01-01,2.06
11972,PC,2003-01-01,0.07
14938,XB,2003-01-01,0.02
3676,GBA,2003-01-01,0.55
11974,XB,2003-01-01,0.07
2964,GC,2003-01-01,0.69
1032,PS2,2003-01-01,1.72
2183,GBA,2003-01-01,0.95
14613,GBA,2003-01-01,0.03
11317,GBA,2003-01-01,0.08
11312,GBA,2003-01-01,0.08
2064,XB,2003-01-01,1.0
1301,PS2,2003-01-01,1.46
14205,GC,2003-01-01,0.03
11290,XB,2003-01-01,0.08
1289,GBA,2003-01-01,1.47
1997,GC,2003-01-01,1.04
13185,XB,2003-01-01,0.05
14223,GC,2003-01-01,0.03
3432,GBA,2003-01-01,0.59
11801,PC,2003-01-01,0.07
3433,PS2,2003-01-01,0.59
11286,GBA,2003-01-01,0.08
1267,GC,2003-01-01,1.49
3437,PS2,2003-01-01,0.58
1251,GC,2003-01-01,1.5
13179,PC,2003-01-01,0.05
14285,GC,2003-01-01,0.03
2084,GC,2003-01-01,0.99
11817,XB,2003-01-01,0.07
3041,PS2,2003-01-01,0.67
1225,GC,2003-01-01,1.53
13172,GC,2003-01-01,0.05
14247,XB,2003-01-01,0.03
14176,PS2,2003-01-01,0.03
3415,XB,2003-01-01,0.59
3056,PS2,2003-01-01,0.66
3077,GC,2003-01-01,0.66
11760,XB,2003-01-01,0.07
14089,PC,2003-01-01,0.04
2018,PS2,2003-01-01,1.03
3380,PS2,2003-01-01,0.6
12241,XB,2003-01-01,0.07
13248,GBA,2003-01-01,0.05
14129,GBA,2003-01-01,0.03
11344,GBA,2003-01-01,0.08
14079,XB,2003-01-01,0.04
14067,GBA,2003-01-01,0.04
11777,GC,2003-01-01,0.07
13225,PC,2003-01-01,0.05
3067,GBA,2003-01-01,0.66
1399,XB,2003-01-01,1.38
11337,PS2,2003-01-01,0.08
11336,XB,2003-01-01,0.08
14155,GBA,2003-01-01,0.03
2047,PC,2003-01-01,1.01
2055,PS2,2003-01-01,1.0
1321,PS2,2003-01-01,1.45
14164,GC,2003-01-01,0.03
3061,XB,2003-01-01,0.66
14170,GC,2003-01-01,0.03
11325,GBA,2003-01-01,0.08
1212,PC,2003-01-01,1.54
14360,GC,2003-01-01,0.03
14366,PC,2003-01-01,0.03
1197,XB,2003-01-01,1.55
14496,GBA,2003-01-01,0.03
1424,GBA,2003-01-01,1.36
14001,PC,2003-01-01,0.04
3101,GC,2003-01-01,0.65
11872,XB,2003-01-01,0.07
3009,XB,2003-01-01,0.67
13078,GC,2003-01-01,0.05
1096,PS2,2003-01-01,1.67
1095,PS2,2003-01-01,1.67
1093,XB,2003-01-01,1.67
13077,GC,2003-01-01,0.05
1083,PS2,2003-01-01,1.67
14535,XB,2003-01-01,0.03
1446,XB,2003-01-01,1.35
11164,GBA,2003-01-01,0.09
1078,PC,2003-01-01,1.68
11163,XB,2003-01-01,0.09
14542,GBA,2003-01-01,0.03
3339,PS2,2003-01-01,0.6
13969,GBA,2003-01-01,0.04
14590,XB,2003-01-01,0.03
14595,GC,2003-01-01,0.03
1045,XB,2003-01-01,1.71
2176,GC,2003-01-01,0.95
1039,PS2,2003-01-01,1.72
2137,PS2,2003-01-01,0.97
3706,GBA,2003-01-01,0.54
1128,PS2,2003-01-01,1.63
13101,GBA,2003-01-01,0.05
14370,GBA,2003-01-01,0.03
3462,PS2,2003-01-01,0.58
14372,GBA,2003-01-01,0.03
14381,PC,2003-01-01,0.03
1192,GBA,2003-01-01,1.56
14388,PC,2003-01-01,0.03
14032,XB,2003-01-01,0.04
14031,GBA,2003-01-01,0.04
13279,GC,2003-01-01,0.05
1989,PS2,2003-01-01,1.04
13146,GBA,2003-01-01,0.05
11213,GC,2003-01-01,0.09
1157,GC,2003-01-01,1.6
14448,GC,2003-01-01,0.03
14459,XB,2003-01-01,0.03
11756,PS2,2003-01-01,0.07
11206,GBA,2003-01-01,0.09
11829,GC,2003-01-01,0.07
13129,GBA,2003-01-01,0.05
13120,XB,2003-01-01,0.05
13284,GC,2003-01-01,0.05
14019,XB,2003-01-01,0.04
1137,GC,2003-01-01,1.62
11845,GBA,2003-01-01,0.07
2133,GBA,2003-01-01,0.97
11863,GBA,2003-01-01,0.07
12849,GC,2003-01-01,0.05
742,XB,2003-01-01,2.19
2307,XB,2003-01-01,0.9
12498,PS2,2003-01-01,0.06
1661,GC,2003-01-01,1.21
13528,PS2,2003-01-01,0.04
13530,GBA,2003-01-01,0.04
270,PS2,2003-01-01,4.2
10662,XB,2003-01-01,0.1
3914,XB,2003-01-01,0.51
12476,GC,2003-01-01,0.06
12472,GC,2003-01-01,0.06
15913,GBA,2003-01-01,0.02
12144,XB,2003-01-01,0.07
12459,XB,2003-01-01,0.06
10650,GBA,2003-01-01,0.1
1679,XB,2003-01-01,1.2
15951,PS2,2003-01-01,0.02
2790,GBA,2003-01-01,0.74
3209,PS2,2003-01-01,0.63
15987,GBA,2003-01-01,0.01
224,PS2,2003-01-01,4.7
11591,GC,2003-01-01,0.08
12423,XB,2003-01-01,0.06
12419,PS2,2003-01-01,0.06
2603,GC,2003-01-01,0.79
15880,PC,2003-01-01,0.02
2566,GC,2003-01-01,0.8
3897,PS2,2003-01-01,0.51
15870,XB,2003-01-01,0.02
12087,PS2,2003-01-01,0.07
1621,GBA,2003-01-01,1.23
2488,XB,2003-01-01,0.83
15708,PC,2003-01-01,0.02
15729,GC,2003-01-01,0.02
11533,GC,2003-01-01,0.08
12567,GBA,2003-01-01,0.06
15116,GBA,2003-01-01,0.02
1626,GBA,2003-01-01,1.23
13743,GBA,2003-01-01,0.04
15794,XB,2003-01-01,0.02
16068,GBA,2003-01-01,0.01
1831,XB,2003-01-01,1.11
11547,XB,2003-01-01,0.08
306,PS2,2003-01-01,3.9
2815,GBA,2003-01-01,0.73
10707,PS2,2003-01-01,0.1
12541,PC,2003-01-01,0.06
11555,XB,2003-01-01,0.08
3151,PS2,2003-01-01,0.64
10683,XB,2003-01-01,0.1
13732,PC,2003-01-01,0.04
12136,GC,2003-01-01,0.07
3896,GC,2003-01-01,0.51
11538,GC,2003-01-01,0.08
190,PS2,2003-01-01,5.13
12162,GBA,2003-01-01,0.07
182,GBA,2003-01-01,5.2
12199,GC,2003-01-01,0.07
2679,PS2,2003-01-01,0.77
1730,PS2,2003-01-01,1.17
16372,XB,2003-01-01,0.01
2685,PS2,2003-01-01,0.76
1733,XB,2003-01-01,1.17
12290,PS2,2003-01-01,0.06
10564,GC,2003-01-01,0.1
2693,PS2,2003-01-01,0.76
12281,GBA,2003-01-01,0.06
4001,PS2,2003-01-01,0.5
16346,XB,2003-01-01,0.01
1795,XB,2003-01-01,1.14
12274,XB,2003-01-01,0.06
16475,GC,2003-01-01,0.01
16522,GBA,2003-01-01,0.01
10553,PS2,2003-01-01,0.1
1783,PS2,2003-01-01,1.14
10542,XB,2003-01-01,0.1
1778,PS2,2003-01-01,1.15
11633,GC,2003-01-01,0.08
16584,GC,2003-01-01,0.01
13578,XB,2003-01-01,0.04
16594,GC,2003-01-01,0.01
16447,PC,2003-01-01,0.01
3858,PS2,2003-01-01,0.52
16340,GC,2003-01-01,0.01
16309,GC,2003-01-01,0.01
3951,PS2,2003-01-01,0.5
16091,XB,2003-01-01,0.01
2623,XB,2003-01-01,0.79
174,PS2,2003-01-01,5.29
13692,PC,2003-01-01,0.04
3957,XB,2003-01-01,0.5
16141,XB,2003-01-01,0.01
12165,XB,2003-01-01,0.07
12168,GBA,2003-01-01,0.07
1689,GBA,2003-01-01,1.19
12344,PS2,2003-01-01,0.06
13618,XB,2003-01-01,0.04
16209,GBA,2003-01-01,0.01
13541,XB,2003-01-01,0.04
12323,GC,2003-01-01,0.06
16249,GC,2003-01-01,0.01
10585,GC,2003-01-01,0.1
11652,GC,2003-01-01,0.08
13626,GC,2003-01-01,0.04
110,GC,2003-01-01,6.95
16281,GBA,2003-01-01,0.01
104,PS2,2003-01-01,7.2
11651,GC,2003-01-01,0.08
16308,GC,2003-01-01,0.01
11611,GC,2003-01-01,0.08
12588,GC,2003-01-01,0.06
15755,XB,2003-01-01,0.02
15675,GC,2003-01-01,0.02
3751,PS2,2003-01-01,0.54
617,XB,2003-01-01,2.49
1881,XB,2003-01-01,1.09
13815,PS2,2003-01-01,0.04
15258,XB,2003-01-01,0.02
604,GC,2003-01-01,2.54
15271,GC,2003-01-01,0.02
3272,GC,2003-01-01,0.62
2888,GC,2003-01-01,0.71
11688,GC,2003-01-01,0.08
2374,XB,2003-01-01,0.87
15319,GBA,2003-01-01,0.02
2382,XB,2003-01-01,0.87
570,PS2,2003-01-01,2.65
1594,PS2,2003-01-01,1.25
12727,GC,2003-01-01,0.06
3765,PS2,2003-01-01,0.53
1875,GBA,2003-01-01,1.09
15387,XB,2003-01-01,0.02
1866,GC,2003-01-01,1.1
541,PS2,2003-01-01,2.77
3855,PS2,2003-01-01,0.52
537,PS2,2003-01-01,2.78
3773,PS2,2003-01-01,0.53
13783,GBA,2003-01-01,0.04
3750,PS2,2003-01-01,0.54
1576,PC,2003-01-01,1.26
10879,XB,2003-01-01,0.09
15242,XB,2003-01-01,0.02
12837,XB,2003-01-01,0.05
12832,XB,2003-01-01,0.05
15135,XB,2003-01-01,0.02
1893,PS2,2003-01-01,1.08
2911,PS2,2003-01-01,0.7
13423,XB,2003-01-01,0.05
15143,PC,2003-01-01,0.02
15149,GC,2003-01-01,0.02
1547,PS2,2003-01-01,1.28
2322,PS2,2003-01-01,0.9
10907,PS2,2003-01-01,0.09
13431,XB,2003-01-01,0.05
524,PS2,2003-01-01,2.8
15181,GC,2003-01-01,0.02
2904,GC,2003-01-01,0.7
1559,XB,2003-01-01,1.27
1565,GC,2003-01-01,1.27
13438,GBA,2003-01-01,0.05
640,PS2,2003-01-01,2.41
13819,GBA,2003-01-01,0.04
634,PS2,2003-01-01,2.43
11489,GC,2003-01-01,0.08
12806,XB,2003-01-01,0.06
11490,XB,2003-01-01,0.08
2337,GC,2003-01-01,0.89
3742,PS2,2003-01-01,0.54
11694,GC,2003-01-01,0.08
10850,PS2,2003-01-01,0.09
539,PS2,2003-01-01,2.78
1376,PS2,2003-01-01,1.41
15655,GBA,2003-01-01,0.02
485,PS2,2003-01-01,2.94
15521,GC,2003-01-01,0.02
480,PS2,2003-01-01,2.96
10828,PS2,2003-01-01,0.09
13494,PC,2003-01-01,0.04
10775,XB,2003-01-01,0.1
411,PS2,2003-01-01,3.27
15510,PC,2003-01-01,0.02
12705,GBA,2003-01-01,0.06
3142,XB,2003-01-01,0.64
1616,PS,2003-01-01,1.23
11518,XB,2003-01-01,0.08
2464,PS2,2003-01-01,0.84
12604,XB,2003-01-01,0.06
12067,GC,2003-01-01,0.07
3821,PS2,2003-01-01,0.53
428,PS2,2003-01-01,3.18
15546,XB,2003-01-01,0.02
15637,XB,2003-01-01,0.02
408,PS2,2003-01-01,3.28
15668,GC,2003-01-01,0.02
2851,PS2,2003-01-01,0.72
2873,PS2,2003-01-01,0.71
2425,PS2,2003-01-01,0.86
520,GBA,2003-01-01,2.82
12674,GC,2003-01-01,0.06
3249,XB,2003-01-01,0.62
15454,PC,2003-01-01,0.02
3257,GC,2003-01-01,0.62
13780,PS2,2003-01-01,0.04
15667,XB,2003-01-01,0.02
2863,PS2,2003-01-01,0.71
497,PS2,2003-01-01,2.9
15494,GC,2003-01-01,0.02
13745,PS2,2003-01-01,0.04
15492,PC,2003-01-01,0.02
13506,XB,2004-01-01,0.04
8434,PS2,2004-01-01,0.17
13313,XB,2004-01-01,0.05
13500,GBA,2004-01-01,0.04
10523,XB,2004-01-01,0.1
5580,PS2,2004-01-01,0.32
5461,PSP,2004-01-01,0.33
8436,XB,2004-01-01,0.17
5501,GBA,2004-01-01,0.33
1959,GBA,2004-01-01,1.06
13547,GBA,2004-01-01,0.04
8518,GC,2004-01-01,0.16
1830,XB,2004-01-01,1.12
13378,DS,2004-01-01,0.05
13380,XB,2004-01-01,0.05
8453,XB,2004-01-01,0.17
13534,GC,2004-01-01,0.04
13493,GBA,2004-01-01,0.04
8614,PS2,2004-01-01,0.16
1807,XB,2004-01-01,1.13
13307,PS2,2004-01-01,0.05
13539,GC,2004-01-01,0.04
13263,XB,2004-01-01,0.05
13449,GC,2004-01-01,0.05
1800,GC,2004-01-01,1.14
13446,XB,2004-01-01,0.05
1845,PSP,2004-01-01,1.11
1907,PS2,2004-01-01,1.08
8603,XB,2004-01-01,0.16
13413,XB,2004-01-01,0.05
13266,XB,2004-01-01,0.05
5579,GBA,2004-01-01,0.32
5483,GC,2004-01-01,0.33
5571,PS2,2004-01-01,0.33
8477,PS2,2004-01-01,0.16
4023,GBA,2004-01-01,0.49
8663,PS2,2004-01-01,0.16
12544,PS2,2004-01-01,0.06
12546,GBA,2004-01-01,0.06
12550,PC,2004-01-01,0.06
9082,PSP,2004-01-01,0.14
5110,PS2,2004-01-01,0.37
9072,PS2,2004-01-01,0.14
12569,XB,2004-01-01,0.06
9060,GC,2004-01-01,0.14
2485,GBA,2004-01-01,0.83
5128,GC,2004-01-01,0.37
2474,GBA,2004-01-01,0.84
2473,PS2,2004-01-01,0.84
9044,PS2,2004-01-01,0.14
9041,PS2,2004-01-01,0.14
12618,PS2,2004-01-01,0.06
2461,GC,2004-01-01,0.84
12623,GBA,2004-01-01,0.06
12624,XB,2004-01-01,0.06
2453,GC,2004-01-01,0.84
12642,GBA,2004-01-01,0.06
2436,XB,2004-01-01,0.85
5165,GC,2004-01-01,0.36
12687,XB,2004-01-01,0.06
8990,GBA,2004-01-01,0.15
12720,PS2,2004-01-01,0.06
8986,XB,2004-01-01,0.15
8979,DS,2004-01-01,0.15
12746,PS2,2004-01-01,0.06
2371,PS2,2004-01-01,0.88
9091,XB,2004-01-01,0.14
9100,GBA,2004-01-01,0.14
12521,XB,2004-01-01,0.06
2540,GC,2004-01-01,0.81
12250,XB,2004-01-01,0.06
12254,PS2,2004-01-01,0.06
9232,PSP,2004-01-01,0.14
4988,XB,2004-01-01,0.38
2715,GBA,2004-01-01,0.76
2713,XB,2004-01-01,0.76
2708,PS2,2004-01-01,0.76
2691,XB,2004-01-01,0.76
12303,DS,2004-01-01,0.06
2681,DS,2004-01-01,0.77
12313,PS2,2004-01-01,0.06
5020,PS2,2004-01-01,0.38
12316,PS2,2004-01-01,0.06
5025,GBA,2004-01-01,0.38
2368,PSP,2004-01-01,0.88
12334,GBA,2004-01-01,0.06
12343,GBA,2004-01-01,0.06
12347,GC,2004-01-01,0.06
9175,XB,2004-01-01,0.14
12369,GBA,2004-01-01,0.06
12397,XB,2004-01-01,0.06
9141,PS2,2004-01-01,0.14
9134,XB,2004-01-01,0.14
5067,PS2,2004-01-01,0.38
2580,XB,2004-01-01,0.8
12490,XB,2004-01-01,0.06
2569,PS2,2004-01-01,0.8
5079,GC,2004-01-01,0.38
9113,DS,2004-01-01,0.14
2548,PS2,2004-01-01,0.81
12342,PS2,2004-01-01,0.06
13250,PC,2004-01-01,0.05
5214,XB,2004-01-01,0.36
12795,GC,2004-01-01,0.06
2198,GC,2004-01-01,0.94
2194,PS2,2004-01-01,0.94
13041,PSP,2004-01-01,0.05
13049,DS,2004-01-01,0.05
2174,PS2,2004-01-01,0.95
2172,XB,2004-01-01,0.95
5361,GBA,2004-01-01,0.34
8781,GC,2004-01-01,0.15
8778,PS2,2004-01-01,0.15
13087,GC,2004-01-01,0.05
5371,PS2,2004-01-01,0.34
2140,XB,2004-01-01,0.97
5375,GBA,2004-01-01,0.34
5379,XB,2004-01-01,0.34
13104,XB,2004-01-01,0.05
5388,XB,2004-01-01,0.34
8763,XB,2004-01-01,0.15
13139,PC,2004-01-01,0.05
5402,PS2,2004-01-01,0.34
13149,PS2,2004-01-01,0.05
8741,XB,2004-01-01,0.15
8740,PS2,2004-01-01,0.15
13192,GBA,2004-01-01,0.05
13200,GBA,2004-01-01,0.05
2063,PS2,2004-01-01,1.0
8688,XB,2004-01-01,0.16
2039,PS2,2004-01-01,1.02
13236,PS2,2004-01-01,0.05
2030,GC,2004-01-01,1.02
8828,XB,2004-01-01,0.15
8831,XB,2004-01-01,0.15
5329,GC,2004-01-01,0.35
12995,XB,2004-01-01,0.05
12801,GBA,2004-01-01,0.06
2335,GBA,2004-01-01,0.89
2333,GBA,2004-01-01,0.89
8950,GBA,2004-01-01,0.15
5228,PS2,2004-01-01,0.36
5229,PS2,2004-01-01,0.36
8942,XB,2004-01-01,0.15
12812,GC,2004-01-01,0.06
12815,PS2,2004-01-01,0.06
2321,XB,2004-01-01,0.9
2320,XB,2004-01-01,0.9
8933,PSP,2004-01-01,0.15
2297,PS2,2004-01-01,0.9
2290,XB,2004-01-01,0.91
12784,GBA,2004-01-01,0.06
12872,XB,2004-01-01,0.05
12880,GBA,2004-01-01,0.05
5275,PS2,2004-01-01,0.35
8896,GBA,2004-01-01,0.15
12882,PS2,2004-01-01,0.05
8889,XB,2004-01-01,0.15
12893,XB,2004-01-01,0.05
12941,XB,2004-01-01,0.05
8877,XB,2004-01-01,0.15
2231,GBA,2004-01-01,0.93
12959,PS2,2004-01-01,0.05
12978,PS2,2004-01-01,0.05
5313,PS2,2004-01-01,0.35
12989,XB,2004-01-01,0.05
8848,GBA,2004-01-01,0.15
8905,DS,2004-01-01,0.15
13571,XB,2004-01-01,0.04
5915,PS2,2004-01-01,0.3
13573,PS2,2004-01-01,0.04
580,PS2,2004-01-01,2.62
7427,GBA,2004-01-01,0.21
7431,XB,2004-01-01,0.21
591,PS2,2004-01-01,2.59
15285,XB,2004-01-01,0.02
15276,GBA,2004-01-01,0.02
597,PS2,2004-01-01,2.57
15354,XB,2004-01-01,0.02
15251,PC,2004-01-01,0.02
6437,GBA,2004-01-01,0.27
7470,GBA,2004-01-01,0.21
15230,GC,2004-01-01,0.02
15229,PC,2004-01-01,0.02
15222,PS2,2004-01-01,0.02
7480,XB,2004-01-01,0.21
6416,PS2,2004-01-01,0.27
15250,GC,2004-01-01,0.02
15196,XB,2004-01-01,0.02
568,XB,2004-01-01,2.66
6481,PS2,2004-01-01,0.26
6554,GBA,2004-01-01,0.26
6551,DS,2004-01-01,0.26
15562,GBA,2004-01-01,0.02
7319,PS2,2004-01-01,0.21
7323,PS2,2004-01-01,0.21
6527,PS2,2004-01-01,0.26
495,PS2,2004-01-01,2.9
560,PS2,2004-01-01,2.68
500,PS2,2004-01-01,2.89
15456,XB,2004-01-01,0.02
6511,GBA,2004-01-01,0.26
7363,XB,2004-01-01,0.21
6507,DS,2004-01-01,0.26
7366,PS2,2004-01-01,0.21
7378,PS2,2004-01-01,0.21
15425,PS2,2004-01-01,0.02
7347,PS2,2004-01-01,0.21
15191,GC,2004-01-01,0.02
7503,GBA,2004-01-01,0.2
7510,PS2,2004-01-01,0.2
14963,XB,2004-01-01,0.02
14954,XB,2004-01-01,0.02
6310,PS2,2004-01-01,0.27
14939,GBA,2004-01-01,0.02
6299,PS2,2004-01-01,0.27
817,GBA,2004-01-01,2.06
14923,XB,2004-01-01,0.02
6321,XB,2004-01-01,0.27
6279,PS2,2004-01-01,0.27
7659,XB,2004-01-01,0.2
14845,GBA,2004-01-01,0.03
7660,GC,2004-01-01,0.2
7677,PS2,2004-01-01,0.2
7678,PS2,2004-01-01,0.2
866,PSP,2004-01-01,1.96
7687,PS2,2004-01-01,0.2
6271,GC,2004-01-01,0.27
7611,PC,2004-01-01,0.2
6333,PS2,2004-01-01,0.27
767,PS2,2004-01-01,2.13
665,PC,2004-01-01,2.37
666,PS2,2004-01-01,2.37
667,PS2,2004-01-01,2.37
685,PS2,2004-01-01,2.31
7550,PS2,2004-01-01,0.2
686,DS,2004-01-01,2.31
696,XB,2004-01-01,2.28
7558,PS2,2004-01-01,0.2
15118,XB,2004-01-01,0.02
7566,PS2,2004-01-01,0.2
716,GC,2004-01-01,2.25
7574,GC,2004-01-01,0.2
15039,GBA,2004-01-01,0.02
15025,GC,2004-01-01,0.02
15018,PS2,2004-01-01,0.02
7602,GC,2004-01-01,0.2
6337,PS2,2004-01-01,0.27
6562,GBA,2004-01-01,0.26
881,PS2,2004-01-01,1.94
6565,PS2,2004-01-01,0.26
6578,GC,2004-01-01,0.26
113,PS2,2004-01-01,6.9
7051,XB,2004-01-01,0.23
16219,GBA,2004-01-01,0.01
130,GBA,2004-01-01,6.41
137,PC,2004-01-01,6.28
16162,PC,2004-01-01,0.01
16159,XB,2004-01-01,0.01
6802,XB,2004-01-01,0.24
7082,GBA,2004-01-01,0.23
6766,GBA,2004-01-01,0.25
16118,PC,2004-01-01,0.01
180,PS2,2004-01-01,5.21
6754,PS2,2004-01-01,0.25
7105,XB,2004-01-01,0.23
7114,PS2,2004-01-01,0.23
16041,GC,2004-01-01,0.01
6767,GBA,2004-01-01,0.25
16026,GBA,2004-01-01,0.01
16305,GBA,2004-01-01,0.01
79,XB,2004-01-01,8.49
16591,PC,2004-01-01,0.01
6905,GBA,2004-01-01,0.24
6906,GBA,2004-01-01,0.24
6886,GBA,2004-01-01,0.24
17,PS2,2004-01-01,20.81
6914,PS2,2004-01-01,0.24
47,PS2,2004-01-01,11.66
16330,PS2,2004-01-01,0.01
16445,GBA,2004-01-01,0.01
6958,PS2,2004-01-01,0.23
58,GBA,2004-01-01,10.49
59,DS,2004-01-01,10.42
6849,GBA,2004-01-01,0.24
16375,PC,2004-01-01,0.01
16362,XB,2004-01-01,0.01
6992,PS2,2004-01-01,0.23
6860,GC,2004-01-01,0.24
7140,GC,2004-01-01,0.22
15977,GC,2004-01-01,0.02
238,PS2,2004-01-01,4.53
15815,GC,2004-01-01,0.02
315,PS2,2004-01-01,3.85
15785,PC,2004-01-01,0.02
7230,GC,2004-01-01,0.22
334,PS2,2004-01-01,3.7
7243,XB,2004-01-01,0.22
7248,PS2,2004-01-01,0.22
6648,GBA,2004-01-01,0.25
352,PS2,2004-01-01,3.61
6605,XB,2004-01-01,0.26
15693,GBA,2004-01-01,0.02
15692,PC,2004-01-01,0.02
6593,PS2,2004-01-01,0.26
390,PS2,2004-01-01,3.41
15671,PC,2004-01-01,0.02
15662,PS2,2004-01-01,0.02
6606,GC,2004-01-01,0.26
7219,XB,2004-01-01,0.22
7217,GBA,2004-01-01,0.22
7214,GBA,2004-01-01,0.22
7157,XB,2004-01-01,0.22
7159,PS2,2004-01-01,0.22
7173,GC,2004-01-01,0.22
7174,GBA,2004-01-01,0.22
15912,PC,2004-01-01,0.02
265,PS2,2004-01-01,4.23
15891,GC,2004-01-01,0.02
15890,GC,2004-01-01,0.02
15888,PC,2004-01-01,0.02
6677,XB,2004-01-01,0.25
6675,GBA,2004-01-01,0.25
15872,GBA,2004-01-01,0.02
7190,PS2,2004-01-01,0.22
6662,XB,2004-01-01,0.25
7198,GBA,2004-01-01,0.22
15826,XB,2004-01-01,0.02
7208,GBA,2004-01-01,0.22
7293,GC,2004-01-01,0.22
1765,PS2,2004-01-01,1.15
884,PS2,2004-01-01,1.93
14798,GC,2004-01-01,0.03
1445,PS2,2004-01-01,1.35
1452,PS2,2004-01-01,1.35
1460,GC,2004-01-01,1.34
13959,PS2,2004-01-01,0.04
8237,GBA,2004-01-01,0.17
1464,PS2,2004-01-01,1.34
1466,PS2,2004-01-01,1.33
13984,GC,2004-01-01,0.04
1476,GC,2004-01-01,1.33
8255,PS2,2004-01-01,0.17
13924,PS2,2004-01-01,0.04
13913,GBA,2004-01-01,0.04
13905,PC,2004-01-01,0.04
1512,XB,2004-01-01,1.31
13892,PC,2004-01-01,0.04
5783,XB,2004-01-01,0.31
1479,PS2,2004-01-01,1.33
1533,PS2,2004-01-01,1.29
8192,GBA,2004-01-01,0.18
1419,XB,2004-01-01,1.37
8096,XB,2004-01-01,0.18
1351,GBA,2004-01-01,1.43
1357,GBA,2004-01-01,1.42
1358,PS2,2004-01-01,1.42
14119,PS2,2004-01-01,0.03
8135,XB,2004-01-01,0.18
1373,PSP,2004-01-01,1.41
