,Brand,Year,Global_Sales
718,Nintendo,2009-01-01,2.25
11299,Nintendo,2009-01-01,0.08
13682,PC,2009-01-01,0.04
1347,Nintendo,2009-01-01,1.43
3434,Nintendo,2009-01-01,0.59
11284,Playstation,2009-01-01,0.08
3441,Nintendo,2009-01-01,0.58
11274,Nintendo,2009-01-01,0.08
15102,Playstation,2009-01-01,0.02
11272,Nintendo,2009-01-01,0.08
15107,Microsoft,2009-01-01,0.02
11262,Nintendo,2009-01-01,0.08
3451,Nintendo,2009-01-01,0.58
11259,Nintendo,2009-01-01,0.08
3453,PC,2009-01-01,0.58
15108,Nintendo,2009-01-01,0.02
15109,PC,2009-01-01,0.02
11250,Playstation,2009-01-01,0.09
3459,Microsoft,2009-01-01,0.58
11243,Nintendo,2009-01-01,0.09
15115,Playstation,2009-01-01,0.02
1348,Microsoft,2009-01-01,1.43
706,Playstation,2009-01-01,2.27
11235,Playstation,2009-01-01,0.09
3478,Nintendo,2009-01-01,0.58
1682,Nintendo,2009-01-01,1.2
11226,Playstation,2009-01-01,0.09
13700,Nintendo,2009-01-01,0.04
11221,Microsoft,2009-01-01,0.09
3494,Playstation,2009-01-01,0.58
15007,Nintendo,2009-01-01,0.02
1768,Nintendo,2009-01-01,1.15
15005,Microsoft,2009-01-01,0.02
14879,Nintendo,2009-01-01,0.03
11891,Nintendo,2009-01-01,0.07
13430,PC,2009-01-01,0.05
13432,Nintendo,2009-01-01,0.05
1884,Nintendo,2009-01-01,1.09
11886,Playstation,2009-01-01,0.07
11884,Playstation,2009-01-01,0.07
1882,PC,2009-01-01,1.09
13444,Nintendo,2009-01-01,0.05
13451,Playstation,2009-01-01,0.05
1874,Microsoft,2009-01-01,1.09
11861,Nintendo,2009-01-01,0.07
13460,Playstation,2009-01-01,0.04
14895,Playstation,2009-01-01,0.03
14219,PC,2009-01-01,0.03
11847,Nintendo,2009-01-01,0.07
13465,PC,2009-01-01,0.04
14903,Playstation,2009-01-01,0.03
13470,Playstation,2009-01-01,0.04
11815,Microsoft,2009-01-01,0.07
829,Nintendo,2009-01-01,2.04
14910,Nintendo,2009-01-01,0.02
11806,Nintendo,2009-01-01,0.07
14214,PC,2009-01-01,0.03
14915,Playstation,2009-01-01,0.02
13483,PC,2009-01-01,0.04
3063,Microsoft,2009-01-01,0.66
11788,Nintendo,2009-01-01,0.07
1847,Playstation,2009-01-01,1.1
14875,PC,2009-01-01,0.03
14926,PC,2009-01-01,0.02
11899,Nintendo,2009-01-01,0.07
11901,Nintendo,2009-01-01,0.07
14837,Nintendo,2009-01-01,0.03
11975,Nintendo,2009-01-01,0.07
2943,Microsoft,2009-01-01,0.69
11970,Nintendo,2009-01-01,0.07
11962,Nintendo,2009-01-01,0.07
11955,PC,2009-01-01,0.07
11953,Microsoft,2009-01-01,0.07
14848,Nintendo,2009-01-01,0.03
14851,Nintendo,2009-01-01,0.03
14854,PC,2009-01-01,0.03
13406,PC,2009-01-01,0.05
11941,Microsoft,2009-01-01,0.07
1902,Playstation,2009-01-01,1.08
14234,Nintendo,2009-01-01,0.03
2974,Nintendo,2009-01-01,0.68
11932,Nintendo,2009-01-01,0.07
14860,Nintendo,2009-01-01,0.03
1900,Nintendo,2009-01-01,1.08
1275,Nintendo,2009-01-01,1.48
1899,Nintendo,2009-01-01,1.08
11917,PC,2009-01-01,0.07
1897,Nintendo,2009-01-01,1.08
13419,Nintendo,2009-01-01,0.05
14229,Playstation,2009-01-01,0.03
14865,Nintendo,2009-01-01,0.03
14869,PC,2009-01-01,0.03
2997,Nintendo,2009-01-01,0.68
13427,Nintendo,2009-01-01,0.05
11902,Playstation,2009-01-01,0.07
13428,PC,2009-01-01,0.05
13768,Nintendo,2009-01-01,0.04
14928,Microsoft,2009-01-01,0.02
11781,Nintendo,2009-01-01,0.07
11659,Playstation,2009-01-01,0.08
3164,Nintendo,2009-01-01,0.64
14973,PC,2009-01-01,0.02
11648,Playstation,2009-01-01,0.08
11646,Nintendo,2009-01-01,0.08
3170,Playstation,2009-01-01,0.64
11644,Microsoft,2009-01-01,0.08
1798,Microsoft,2009-01-01,1.14
11635,Nintendo,2009-01-01,0.08
11632,Nintendo,2009-01-01,0.08
11630,Nintendo,2009-01-01,0.08
3182,Nintendo,2009-01-01,0.64
3186,Playstation,2009-01-01,0.63
11621,Playstation,2009-01-01,0.08
1789,Nintendo,2009-01-01,1.14
3193,Microsoft,2009-01-01,0.63
3199,Playstation,2009-01-01,0.63
11609,Nintendo,2009-01-01,0.08
13559,Playstation,2009-01-01,0.04
777,Playstation,2009-01-01,2.11
3202,Nintendo,2009-01-01,0.63
13561,Playstation,2009-01-01,0.04
11586,Playstation,2009-01-01,0.08
3214,Nintendo,2009-01-01,0.63
3216,Microsoft,2009-01-01,0.63
11580,Nintendo,2009-01-01,0.08
11575,Nintendo,2009-01-01,0.08
11571,Nintendo,2009-01-01,0.08
3220,Nintendo,2009-01-01,0.63
3160,Microsoft,2009-01-01,0.64
14929,Nintendo,2009-01-01,0.02
1813,Playstation,2009-01-01,1.13
13523,Nintendo,2009-01-01,0.04
14931,PC,2009-01-01,0.02
14211,PC,2009-01-01,0.03
11761,Nintendo,2009-01-01,0.07
810,Microsoft,2009-01-01,2.07
3088,Playstation,2009-01-01,0.66
11746,PC,2009-01-01,0.07
6895,Microsoft,2009-01-01,0.24
11736,Nintendo,2009-01-01,0.07
14204,PC,2009-01-01,0.03
3105,Nintendo,2009-01-01,0.65
3107,Nintendo,2009-01-01,0.65
3110,Nintendo,2009-01-01,0.65
11719,PC,2009-01-01,0.08
11718,Nintendo,2009-01-01,0.08
3112,Microsoft,2009-01-01,0.65
13509,Playstation,2009-01-01,0.04
11700,Playstation,2009-01-01,0.08
1828,Playstation,2009-01-01,1.12
14199,Playstation,2009-01-01,0.03
11690,Nintendo,2009-01-01,0.08
13513,Nintendo,2009-01-01,0.04
11689,Nintendo,2009-01-01,0.08
11686,Nintendo,2009-01-01,0.08
11684,Nintendo,2009-01-01,0.08
13515,Nintendo,2009-01-01,0.04
13517,Nintendo,2009-01-01,0.04
11681,Nintendo,2009-01-01,0.08
3134,Playstation,2009-01-01,0.64
795,Nintendo,2009-01-01,2.09
1815,Playstation,2009-01-01,1.13
10444,Nintendo,2009-01-01,0.1
13991,Playstation,2009-01-01,0.04
15802,Nintendo,2009-01-01,0.02
5566,Nintendo,2009-01-01,0.33
7215,Nintendo,2009-01-01,0.22
7218,Nintendo,2009-01-01,0.22
4837,Microsoft,2009-01-01,0.4
6652,Playstation,2009-01-01,0.25
9954,Playstation,2009-01-01,0.12
8524,Playstation,2009-01-01,0.16
4834,Nintendo,2009-01-01,0.4
16005,Playstation,2009-01-01,0.01
8926,Playstation,2009-01-01,0.15
8923,Nintendo,2009-01-01,0.15
4453,Nintendo,2009-01-01,0.44
6109,Microsoft,2009-01-01,0.28
9935,Nintendo,2009-01-01,0.12
4454,Nintendo,2009-01-01,0.44
7852,Nintendo,2009-01-01,0.19
16343,Playstation,2009-01-01,0.01
8533,Nintendo,2009-01-01,0.16
9437,Playstation,2009-01-01,0.13
9927,Nintendo,2009-01-01,0.12
16000,Nintendo,2009-01-01,0.01
4435,Nintendo,2009-01-01,0.44
8515,Playstation,2009-01-01,0.16
4434,Nintendo,2009-01-01,0.44
9425,Nintendo,2009-01-01,0.13
5238,Nintendo,2009-01-01,0.36
4851,Microsoft,2009-01-01,0.4
5576,Playstation,2009-01-01,0.32
4418,Nintendo,2009-01-01,0.44
5575,Microsoft,2009-01-01,0.32
9409,Playstation,2009-01-01,0.13
15514,Playstation,2009-01-01,0.02
8502,Nintendo,2009-01-01,0.16
9410,Nintendo,2009-01-01,0.13
9984,Nintendo,2009-01-01,0.12
9926,Playstation,2009-01-01,0.12
15702,Playstation,2009-01-01,0.02
4423,Nintendo,2009-01-01,0.44
9976,Nintendo,2009-01-01,0.12
8934,Microsoft,2009-01-01,0.15
15516,Playstation,2009-01-01,0.02
4844,Nintendo,2009-01-01,0.4
4841,Nintendo,2009-01-01,0.4
487,Playstation,2009-01-01,2.94
483,Microsoft,2009-01-01,2.95
6301,Playstation,2009-01-01,0.27
7857,Playstation,2009-01-01,0.19
15874,PC,2009-01-01,0.02
6637,Nintendo,2009-01-01,0.25
8540,Nintendo,2009-01-01,0.16
7844,Playstation,2009-01-01,0.19
16258,PC,2009-01-01,0.01
9446,Playstation,2009-01-01,0.13
5527,Playstation,2009-01-01,0.33
15883,Playstation,2009-01-01,0.02
4819,Playstation,2009-01-01,0.4
8569,Nintendo,2009-01-01,0.16
8570,Playstation,2009-01-01,0.16
6141,Nintendo,2009-01-01,0.28
4818,Nintendo,2009-01-01,0.4
15995,PC,2009-01-01,0.01
7252,Nintendo,2009-01-01,0.22
4491,Nintendo,2009-01-01,0.44
8574,Nintendo,2009-01-01,0.16
16263,Microsoft,2009-01-01,0.01
7259,Playstation,2009-01-01,0.22
4495,Nintendo,2009-01-01,0.43
7429,Microsoft,2009-01-01,0.21
8901,Nintendo,2009-01-01,0.15
7260,Playstation,2009-01-01,0.22
9864,Microsoft,2009-01-01,0.12
5511,Microsoft,2009-01-01,0.33
9463,Nintendo,2009-01-01,0.13
16412,Microsoft,2009-01-01,0.01
15511,Playstation,2009-01-01,0.02
5528,Playstation,2009-01-01,0.33
5530,Nintendo,2009-01-01,0.33
7228,Nintendo,2009-01-01,0.22
7231,Nintendo,2009-01-01,0.22
4461,Playstation,2009-01-01,0.44
9440,Nintendo,2009-01-01,0.13
7232,Nintendo,2009-01-01,0.22
5256,Playstation,2009-01-01,0.36
5257,Playstation,2009-01-01,0.36
7238,Microsoft,2009-01-01,0.22
5258,Playstation,2009-01-01,0.36
5263,Nintendo,2009-01-01,0.35
6619,Playstation,2009-01-01,0.25
463,Playstation,2009-01-01,3.02
9906,Nintendo,2009-01-01,0.12
9444,Playstation,2009-01-01,0.13
7242,Nintendo,2009-01-01,0.22
16257,Playstation,2009-01-01,0.01
15547,Nintendo,2009-01-01,0.02
4480,Playstation,2009-01-01,0.44
7831,Playstation,2009-01-01,0.19
6453,Nintendo,2009-01-01,0.26
83,PC,2009-01-01,8.11
6624,Playstation,2009-01-01,0.25
7240,Microsoft,2009-01-01,0.22
375,Microsoft,2009-01-01,3.5
4407,Nintendo,2009-01-01,0.45
8490,Nintendo,2009-01-01,0.16
10116,Nintendo,2009-01-01,0.11
15730,Nintendo,2009-01-01,0.02
8402,Nintendo,2009-01-01,0.17
10114,Nintendo,2009-01-01,0.11
4310,Playstation,2009-01-01,0.45
7154,Playstation,2009-01-01,0.22
4886,Nintendo,2009-01-01,0.39
5655,Nintendo,2009-01-01,0.32
5654,Playstation,2009-01-01,0.32
5652,Microsoft,2009-01-01,0.32
9359,Nintendo,2009-01-01,0.13
10102,Nintendo,2009-01-01,0.11
16402,Playstation,2009-01-01,0.01
6709,Playstation,2009-01-01,0.25
8418,Microsoft,2009-01-01,0.17
16511,PC,2009-01-01,0.01
10091,Playstation,2009-01-01,0.11
15465,Nintendo,2009-01-01,0.02
5627,Nintendo,2009-01-01,0.32
5211,Playstation,2009-01-01,0.36
10088,Playstation,2009-01-01,0.11
16509,PC,2009-01-01,0.01
6225,Playstation,2009-01-01,0.28
7166,Nintendo,2009-01-01,0.22
7151,Playstation,2009-01-01,0.22
4308,Playstation,2009-01-01,0.45
16400,PC,2009-01-01,0.01
6082,Microsoft,2009-01-01,0.29
5701,Microsoft,2009-01-01,0.31
10136,Microsoft,2009-01-01,0.11
196,Playstation,2009-01-01,5.11
8380,Microsoft,2009-01-01,0.17
5688,Playstation,2009-01-01,0.32
4298,Nintendo,2009-01-01,0.46
4903,Playstation,2009-01-01,0.39
9345,Nintendo,2009-01-01,0.13
9357,Playstation,2009-01-01,0.13
7600,Playstation,2009-01-01,0.2
5193,Nintendo,2009-01-01,0.36
516,Microsoft,2009-01-01,2.83
5677,Nintendo,2009-01-01,0.32
6429,Nintendo,2009-01-01,0.27
6711,Playstation,2009-01-01,0.25
6431,Nintendo,2009-01-01,0.27
5198,Nintendo,2009-01-01,0.36
8978,Nintendo,2009-01-01,0.15
10121,Nintendo,2009-01-01,0.11
6433,Nintendo,2009-01-01,0.27
6720,Nintendo,2009-01-01,0.25
7813,Nintendo,2009-01-01,0.19
119,Playstation,2009-01-01,6.73
5622,Nintendo,2009-01-01,0.32
4357,Playstation,2009-01-01,0.45
5590,Microsoft,2009-01-01,0.32
16248,Nintendo,2009-01-01,0.01
4359,Nintendo,2009-01-01,0.45
5221,Nintendo,2009-01-01,0.36
15497,Nintendo,2009-01-01,0.02
10032,Nintendo,2009-01-01,0.11
10031,Playstation,2009-01-01,0.11
4367,Nintendo,2009-01-01,0.45
371,Microsoft,2009-01-01,3.51
8475,Microsoft,2009-01-01,0.16
8949,Nintendo,2009-01-01,0.15
4374,Nintendo,2009-01-01,0.45
4381,Playstation,2009-01-01,0.45
6106,Nintendo,2009-01-01,0.28
15869,PC,2009-01-01,0.02
4385,Microsoft,2009-01-01,0.45
6318,Playstation,2009-01-01,0.27
15705,Nintendo,2009-01-01,0.02
7445,Microsoft,2009-01-01,0.21
10000,Nintendo,2009-01-01,0.11
4406,Nintendo,2009-01-01,0.45
6668,Microsoft,2009-01-01,0.25
8425,Nintendo,2009-01-01,0.17
8474,Playstation,2009-01-01,0.16
7450,Nintendo,2009-01-01,0.21
10078,Microsoft,2009-01-01,0.11
16350,Playstation,2009-01-01,0.01
370,Nintendo,2009-01-01,3.52
5610,Nintendo,2009-01-01,0.32
9378,Nintendo,2009-01-01,0.13
36,Microsoft,2009-01-01,13.51
16031,Playstation,2009-01-01,0.01
10067,Nintendo,2009-01-01,0.11
5606,PC,2009-01-01,0.32
15855,PC,2009-01-01,0.02
4355,Nintendo,2009-01-01,0.45
10063,Nintendo,2009-01-01,0.11
5601,Playstation,2009-01-01,0.32
15480,PC,2009-01-01,0.02
7869,Nintendo,2009-01-01,0.19
10056,Nintendo,2009-01-01,0.11
7867,Nintendo,2009-01-01,0.19
4351,Nintendo,2009-01-01,0.45
16025,PC,2009-01-01,0.01
7179,Nintendo,2009-01-01,0.22
5596,Playstation,2009-01-01,0.32
4354,Nintendo,2009-01-01,0.45
9381,Nintendo,2009-01-01,0.13
5188,Microsoft,2009-01-01,0.36
5503,Playstation,2009-01-01,0.33
5498,Playstation,2009-01-01,0.33
9663,Nintendo,2009-01-01,0.12
6521,Playstation,2009-01-01,0.26
5424,Playstation,2009-01-01,0.34
5423,Nintendo,2009-01-01,0.34
6518,Playstation,2009-01-01,0.26
16293,Nintendo,2009-01-01,0.01
102,Nintendo,2009-01-01,7.27
9650,Microsoft,2009-01-01,0.13
4671,Playstation,2009-01-01,0.42
8728,Nintendo,2009-01-01,0.15
4743,Playstation,2009-01-01,0.41
7726,PC,2009-01-01,0.2
6515,Nintendo,2009-01-01,0.26
6514,Playstation,2009-01-01,0.26
9645,Microsoft,2009-01-01,0.13
8734,Microsoft,2009-01-01,0.15
4676,Nintendo,2009-01-01,0.41
15948,Nintendo,2009-01-01,0.02
8742,Microsoft,2009-01-01,0.15
8743,Playstation,2009-01-01,0.15
5407,Nintendo,2009-01-01,0.34
9668,Nintendo,2009-01-01,0.12
6257,Nintendo,2009-01-01,0.28
6190,Microsoft,2009-01-01,0.28
15916,Nintendo,2009-01-01,0.02
5443,Nintendo,2009-01-01,0.33
9710,Microsoft,2009-01-01,0.12
9708,Microsoft,2009-01-01,0.12
5441,Microsoft,2009-01-01,0.33
5319,Playstation,2009-01-01,0.35
16283,PC,2009-01-01,0.01
6532,Playstation,2009-01-01,0.26
5437,Nintendo,2009-01-01,0.34
7670,Nintendo,2009-01-01,0.2
9697,Nintendo,2009-01-01,0.12
7396,Microsoft,2009-01-01,0.21
16329,Nintendo,2009-01-01,0.01
7756,Nintendo,2009-01-01,0.19
262,Playstation,2009-01-01,4.25
4639,Nintendo,2009-01-01,0.42
4641,Nintendo,2009-01-01,0.42
7753,Nintendo,2009-01-01,0.19
7752,Nintendo,2009-01-01,0.19
8701,Nintendo,2009-01-01,0.16
8702,Nintendo,2009-01-01,0.16
7750,Playstation,2009-01-01,0.19
4655,Playstation,2009-01-01,0.42
9525,Nintendo,2009-01-01,0.13
7723,Nintendo,2009-01-01,0.2
9636,PC,2009-01-01,0.13
16314,Nintendo,2009-01-01,0.01
9600,Microsoft,2009-01-01,0.13
5374,Playstation,2009-01-01,0.34
413,Playstation,2009-01-01,3.27
7388,Playstation,2009-01-01,0.21
8780,Nintendo,2009-01-01,0.15
6221,Playstation,2009-01-01,0.28
8785,Playstation,2009-01-01,0.15
8787,Nintendo,2009-01-01,0.15
4726,Nintendo,2009-01-01,0.41
15638,Playstation,2009-01-01,0.02
16312,Playstation,2009-01-01,0.01
4713,Nintendo,2009-01-01,0.41
4714,Nintendo,2009-01-01,0.41
7376,Playstation,2009-01-01,0.21
4723,Playstation,2009-01-01,0.41
15645,Nintendo,2009-01-01,0.02
4718,Nintendo,2009-01-01,0.41
7386,Nintendo,2009-01-01,0.21
6495,Nintendo,2009-01-01,0.26
4719,Playstation,2009-01-01,0.41
8794,Playstation,2009-01-01,0.15
8795,Nintendo,2009-01-01,0.15
7711,Nintendo,2009-01-01,0.2
4610,Nintendo,2009-01-01,0.42
9602,Nintendo,2009-01-01,0.13
15933,Playstation,2009-01-01,0.02
7357,Microsoft,2009-01-01,0.21
8752,Nintendo,2009-01-01,0.15
8755,Microsoft,2009-01-01,0.15
7359,Microsoft,2009-01-01,0.21
7360,Microsoft,2009-01-01,0.21
9624,Nintendo,2009-01-01,0.13
7392,Nintendo,2009-01-01,0.21
5396,Playstation,2009-01-01,0.34
10582,Playstation,2009-01-01,0.1
15657,Playstation,2009-01-01,0.02
8771,Playstation,2009-01-01,0.15
6504,Nintendo,2009-01-01,0.26
9620,Nintendo,2009-01-01,0.13
4694,Playstation,2009-01-01,0.41
16313,Playstation,2009-01-01,0.01
5350,Nintendo,2009-01-01,0.34
7691,Nintendo,2009-01-01,0.2
16432,Playstation,2009-01-01,0.01
4735,Nintendo,2009-01-01,0.41
4701,Playstation,2009-01-01,0.41
5387,Playstation,2009-01-01,0.34
4703,Nintendo,2009-01-01,0.41
8766,Nintendo,2009-01-01,0.15
7766,Nintendo,2009-01-01,0.19
16279,Playstation,2009-01-01,0.01
15604,Nintendo,2009-01-01,0.02
9833,Playstation,2009-01-01,0.12
15573,Nintendo,2009-01-01,0.02
7274,Playstation,2009-01-01,0.22
7793,Playstation,2009-01-01,0.19
4541,Nintendo,2009-01-01,0.43
15575,Nintendo,2009-01-01,0.02
16417,Nintendo,2009-01-01,0.01
4799,Nintendo,2009-01-01,0.4
16418,Nintendo,2009-01-01,0.01
4795,Playstation,2009-01-01,0.4
6594,Playstation,2009-01-01,0.26
6589,Nintendo,2009-01-01,0.26
8613,Nintendo,2009-01-01,0.16
4551,Nintendo,2009-01-01,0.43
9487,Nintendo,2009-01-01,0.13
5285,Microsoft,2009-01-01,0.35
16469,Playstation,2009-01-01,0.01
8886,Microsoft,2009-01-01,0.15
9491,Nintendo,2009-01-01,0.13
8622,Nintendo,2009-01-01,0.16
4557,Nintendo,2009-01-01,0.43
16271,Nintendo,2009-01-01,0.01
15673,Playstation,2009-01-01,0.02
9793,Nintendo,2009-01-01,0.12
6468,Nintendo,2009-01-01,0.26
384,Microsoft,2009-01-01,3.44
15567,Nintendo,2009-01-01,0.02
5495,Nintendo,2009-01-01,0.33
8594,Nintendo,2009-01-01,0.16
6461,Nintendo,2009-01-01,0.26
7807,Nintendo,2009-01-01,0.19
4519,Nintendo,2009-01-01,0.43
15990,Playstation,2009-01-01,0.01
4805,Nintendo,2009-01-01,0.4
16338,Nintendo,2009-01-01,0.01
7267,Nintendo,2009-01-01,0.22
274,Playstation,2009-01-01,4.19
16479,PC,2009-01-01,0.01
7800,Playstation,2009-01-01,0.19
8601,Microsoft,2009-01-01,0.16
7642,Playstation,2009-01-01,0.2
6285,Playstation,2009-01-01,0.27
233,Nintendo,2009-01-01,4.58
15571,PC,2009-01-01,0.02
9838,Nintendo,2009-01-01,0.12
5280,Playstation,2009-01-01,0.35
6284,Nintendo,2009-01-01,0.27
5480,Playstation,2009-01-01,0.33
4527,Playstation,2009-01-01,0.43
15994,Playstation,2009-01-01,0.01
9790,Nintendo,2009-01-01,0.12
16337,Playstation,2009-01-01,0.01
6550,Playstation,2009-01-01,0.26
8650,Playstation,2009-01-01,0.16
5456,Microsoft,2009-01-01,0.33
15971,Playstation,2009-01-01,0.02
5300,Nintendo,2009-01-01,0.35
16421,Nintendo,2009-01-01,0.01
4575,Playstation,2009-01-01,0.42
8659,Microsoft,2009-01-01,0.16
15896,Nintendo,2009-01-01,0.02
4764,Playstation,2009-01-01,0.41
7776,Nintendo,2009-01-01,0.19
9752,Nintendo,2009-01-01,0.12
4580,Microsoft,2009-01-01,0.42
8867,Nintendo,2009-01-01,0.15
9740,Nintendo,2009-01-01,0.12
6541,Nintendo,2009-01-01,0.26
7401,Nintendo,2009-01-01,0.21
8674,Nintendo,2009-01-01,0.16
7325,Playstation,2009-01-01,0.21
6538,Playstation,2009-01-01,0.26
4598,Nintendo,2009-01-01,0.42
9726,Playstation,2009-01-01,0.12
8868,Nintendo,2009-01-01,0.15
16467,Playstation,2009-01-01,0.01
9762,Nintendo,2009-01-01,0.12
4570,Nintendo,2009-01-01,0.42
4560,Playstation,2009-01-01,0.43
6569,Nintendo,2009-01-01,0.26
9783,Nintendo,2009-01-01,0.12
5471,Nintendo,2009-01-01,0.33
5464,Nintendo,2009-01-01,0.33
5290,Nintendo,2009-01-01,0.35
8881,Playstation,2009-01-01,0.15
5463,Playstation,2009-01-01,0.33
7650,Nintendo,2009-01-01,0.2
45,Nintendo,2009-01-01,11.9
4571,Playstation,2009-01-01,0.42
7785,Microsoft,2009-01-01,0.19
4775,Nintendo,2009-01-01,0.41
5458,Playstation,2009-01-01,0.33
9776,Playstation,2009-01-01,0.12
9775,Nintendo,2009-01-01,0.12
7781,Playstation,2009-01-01,0.19
7780,Nintendo,2009-01-01,0.19
8645,Nintendo,2009-01-01,0.16
6478,Nintendo,2009-01-01,0.26
396,Nintendo,2009-01-01,3.38
16449,PC,2009-01-01,0.01
4776,Nintendo,2009-01-01,0.41
15733,Nintendo,2009-01-01,0.02
10101,Nintendo,2009-01-01,0.11
15848,PC,2009-01-01,0.02
8122,Playstation,2009-01-01,0.18
5093,Microsoft,2009-01-01,0.37
4095,Nintendo,2009-01-01,0.48
303,Nintendo,2009-01-01,3.92
10403,Nintendo,2009-01-01,0.11
4991,Nintendo,2009-01-01,0.38
160,Microsoft,2009-01-01,5.51
7518,Nintendo,2009-01-01,0.2
7972,Playstation,2009-01-01,0.19
9090,Playstation,2009-01-01,0.14
4995,Nintendo,2009-01-01,0.38
10396,Nintendo,2009-01-01,0.11
5103,Nintendo,2009-01-01,0.37
16137,Nintendo,2009-01-01,0.01
9227,Nintendo,2009-01-01,0.14
10387,Playstation,2009-01-01,0.11
4108,Playstation,2009-01-01,0.48
10380,Playstation,2009-01-01,0.11
4987,Nintendo,2009-01-01,0.38
8144,Microsoft,2009-01-01,0.18
6035,Playstation,2009-01-01,0.29
7965,Nintendo,2009-01-01,0.19
562,Playstation,2009-01-01,2.68
6038,Nintendo,2009-01-01,0.29
4089,Nintendo,2009-01-01,0.48
4083,Nintendo,2009-01-01,0.48
9108,PC,2009-01-01,0.14
5085,Nintendo,2009-01-01,0.37
4999,Playstation,2009-01-01,0.38
16368,Playstation,2009-01-01,0.01
15812,Playstation,2009-01-01,0.02
4067,Nintendo,2009-01-01,0.49
5925,Nintendo,2009-01-01,0.3
156,Playstation,2009-01-01,5.57
1441,Nintendo,2009-01-01,1.35
6017,Nintendo,2009-01-01,0.29
6398,Nintendo,2009-01-01,0.27
5089,Playstation,2009-01-01,0.37
6857,Nintendo,2009-01-01,0.24
7567,Nintendo,2009-01-01,0.2
10437,Nintendo,2009-01-01,0.1
16577,PC,2009-01-01,0.01
4080,Playstation,2009-01-01,0.49
10427,Playstation,2009-01-01,0.1
9101,Playstation,2009-01-01,0.14
6965,Nintendo,2009-01-01,0.23
7979,Nintendo,2009-01-01,0.19
16142,Playstation,2009-01-01,0.01
5917,Nintendo,2009-01-01,0.3
8153,Microsoft,2009-01-01,0.18
10371,Nintendo,2009-01-01,0.11
5889,Nintendo,2009-01-01,0.3
7011,Microsoft,2009-01-01,0.23
7516,Nintendo,2009-01-01,0.2
7015,Nintendo,2009-01-01,0.23
9247,Nintendo,2009-01-01,0.14
10327,Nintendo,2009-01-01,0.11
16212,Nintendo,2009-01-01,0.01
338,Nintendo,2009-01-01,3.67
7017,Playstation,2009-01-01,0.23
4157,Nintendo,2009-01-01,0.47
7515,Nintendo,2009-01-01,0.2
15380,Nintendo,2009-01-01,0.02
16551,Playstation,2009-01-01,0.01
4964,Nintendo,2009-01-01,0.39
5850,Nintendo,2009-01-01,0.3
4963,Nintendo,2009-01-01,0.39
6809,Nintendo,2009-01-01,0.24
8209,Playstation,2009-01-01,0.17
5123,Nintendo,2009-01-01,0.37
5130,Playstation,2009-01-01,0.37
8211,Nintendo,2009-01-01,0.17
6801,Microsoft,2009-01-01,0.24
15758,Nintendo,2009-01-01,0.02
10317,Nintendo,2009-01-01,0.11
4971,Nintendo,2009-01-01,0.39
16210,Nintendo,2009-01-01,0.01
7000,Nintendo,2009-01-01,0.23
16125,Nintendo,2009-01-01,0.01
10367,Nintendo,2009-01-01,0.11
10365,Playstation,2009-01-01,0.11
8161,Playstation,2009-01-01,0.18
15767,PC,2009-01-01,0.02
8166,Playstation,2009-01-01,0.18
9073,Nintendo,2009-01-01,0.14
6991,Playstation,2009-01-01,0.23
10358,PC,2009-01-01,0.11
5873,Nintendo,2009-01-01,0.3
4980,Playstation,2009-01-01,0.38
9237,Playstation,2009-01-01,0.14
7955,Nintendo,2009-01-01,0.19
4134,Nintendo,2009-01-01,0.48
133,Microsoft,2009-01-01,6.36
4138,Playstation,2009-01-01,0.48
4972,Nintendo,2009-01-01,0.39
10343,Nintendo,2009-01-01,0.11
10342,Nintendo,2009-01-01,0.11
4143,Nintendo,2009-01-01,0.48
8365,Microsoft,2009-01-01,0.17
10339,Nintendo,2009-01-01,0.11
169,Playstation,2009-01-01,5.36
5935,Playstation,2009-01-01,0.3
10450,Nintendo,2009-01-01,0.1
5938,Playstation,2009-01-01,0.3
6861,Playstation,2009-01-01,0.24
8036,Playstation,2009-01-01,0.18
6908,Nintendo,2009-01-01,0.24
319,Nintendo,2009-01-01,3.83
583,Microsoft,2009-01-01,2.62
6911,Microsoft,2009-01-01,0.24
6884,Nintendo,2009-01-01,0.24
10540,Nintendo,2009-01-01,0.1
6915,Playstation,2009-01-01,0.24
10535,Nintendo,2009-01-01,0.1
10534,Playstation,2009-01-01,0.1
8035,Nintendo,2009-01-01,0.18
8040,PC,2009-01-01,0.18
16587,Nintendo,2009-01-01,0.01
16173,Nintendo,2009-01-01,0.01
16586,Nintendo,2009-01-01,0.01
16172,Nintendo,2009-01-01,0.01
5967,Microsoft,2009-01-01,0.29
9139,Microsoft,2009-01-01,0.14
6924,Microsoft,2009-01-01,0.24
6880,Nintendo,2009-01-01,0.24
7549,Microsoft,2009-01-01,0.2
16186,PC,2009-01-01,0.01
8001,Nintendo,2009-01-01,0.18
15317,Nintendo,2009-01-01,0.02
10548,Nintendo,2009-01-01,0.1
10552,Nintendo,2009-01-01,0.1
16185,Playstation,2009-01-01,0.01
5996,Nintendo,2009-01-01,0.29
5994,Nintendo,2009-01-01,0.29
6903,Playstation,2009-01-01,0.24
8013,Playstation,2009-01-01,0.18
8016,Nintendo,2009-01-01,0.18
6375,Microsoft,2009-01-01,0.27
3990,Playstation,2009-01-01,0.5
